player_id,round_2_in,round_2_out,round_3_in,round_3_out,round_4_in,round_4_out,round_5_in,round_5_out,round_6_in,round_6_out
295203,7,35,7,24,11,8,4,11,10,3
295222,16,7,35,29,30,7,17,14,19,17
295265,9,208,3,397,47,34,12,146,5,18
295340,10,32,221,3,98,11,23,55,9,42
295342,66,63,39,205,111,17,546,10,25,50
295344,87,267,290,15,304,23,564,29,239,13
295446,10,65,39,5,14,9,10,42,6,24
295461,78,56,39,112,75,30,87,37,77,15
295467,892,24,3262,10,1089,8,450,43,119,342
295518,79,268,12,335,21,165,612,41,54,57
295584,24,167,21,100,23,25,39,27,12,20
295898,1,93,7,9,5,48,0,139,2,25
296190,2,22,2,5,0,22,0,12,0,5
296205,5,252,38,142,2,472,14,249,3,43
296225,17,35,95,8,21,32,5,62,5,27
296254,65,41,60,31,4,213,18,35,10,34
296269,1,6,1,2,1,2,0,5,0,3
296291,2,29,1,12,0,7,0,6,0,1
296294,11,10,2,62,6,31,46,16,1,26
296296,0,5,0,7,0,1,0,4,0,0
296324,7,82,16,78,36,13,240,5,24,34
296334,0,54,0,44,0,26,0,23,2,12
296347,19,322,149,19,19,60,9,37,9,33
296351,0,63,4,27,2,17,0,28,3,16
296355,22,5,22,10,32,1,47,6,3,19
296359,1233,0,2592,7,361,49,36,277,20,138
296420,25,40,59,31,23,103,37,89,5,126
296422,71,6,347,3,12,68,19,36,11,52
296733,6,11,13,6,8,10,16,16,8,38
297255,15,24,5,26,10,32,12,26,20,3
297354,678,0,453,14,24,898,95,63,22,64
297373,1,525,2,272,9,155,5,89,81,27
297401,4,8,166,4,4,180,13,33,5,18
297456,4,54,17,9,6,45,29,24,1,19
297504,588,3,38,183,64,22,58,24,16,73
297523,58,24,54,57,47,42,81,80,17,83
297566,152,133,273,216,19,2652,91,247,81,79
297899,11,30,3,54,30,8,162,6,6,113
297907,1,92,2,30,0,12,0,8,0,4
298111,66,1622,22,880,29,440,40,321,38,126
298174,277,16,29,169,31,58,134,35,59,29
298210,300,78,142,422,24,1138,188,843,1374,123
298211,58,154,26,106,155,50,38,164,31,94
298264,7,10,0,18,14,3,6,13,33,0
298268,5,80,14,72,9,101,11,45,8,15
298272,6,96,52,6,162,0,121,11,52,13
298280,0,21,0,14,0,7,0,3,0,3
