player_name,round,transfers_in,transfers_out,net_transfers,transfer_in_pct,transfer_out_pct,tag,status,cost,avg_points,proj_avg,owned_by_pct
Eddie Ford,5,0,3,-3,0.0,0.0,,injured,551000,0.0,59.32,0.04
Eddie Ford,6,0,0,0,0.0,0.0,,injured,551000,0.0,59.32,0.04
Jack Ginnivan,2,59,42,17,0.04,0.03,,uncertain,576000,47.0,66.96,3.86
Jack Ginnivan,3,21,149,-128,0.01,0.09,,uncertain,576000,47.0,66.96,3.86
Jack Ginnivan,4,3,341,-338,0.0,0.21,,uncertain,576000,47.0,66.96,3.86
Jack Ginnivan,5,30,72,-42,0.02,0.04,,uncertain,576000,47.0,66.96,3.86
Jack Ginnivan,6,3,88,-85,0.0,0.08,,uncertain,576000,47.0,66.96,3.86
Oliver Henry,2,75,39,36,0.05,0.02,,uncertain,457000,46.4,60.65,1.47
Oliver Henry,3,17,56,-39,0.01,0.03,,uncertain,457000,46.4,60.65,1.47
Oliver Henry,4,12,70,-58,0.01,0.04,,uncertain,457000,46.4,60.65,1.47
Oliver Henry,5,28,68,-40,0.02,0.04,,uncertain,457000,46.4,60.65,1.47
Oliver Henry,6,8,61,-53,0.01,0.06,,uncertain,457000,46.4,60.65,1.47
Elijah Hollands,2,2,41,-39,0.0,0.02,,uncertain,769000,0.0,71.88,0.17
Elijah Hollands,3,0,19,-19,0.0,0.01,,uncertain,769000,0.0,71.88,0.17
Elijah Hollands,4,1,11,-10,0.0,0.01,,uncertain,769000,0.0,71.88,0.17
Elijah Hollands,5,1,5,-4,0.0,0.0,,uncertain,769000,0.0,71.88,0.17
Elijah Hollands,6,0,2,-2,0.0,0.0,,uncertain,769000,0.0,71.88,0.17
Wil Parker,2,2,23,-21,0.0,0.01,,not-playing,317000,0.0,50.72,0.71
Wil Parker,3,0,24,-24,0.0,0.01,,not-playing,317000,0.0,50.72,0.71
Wil Parker,4,0,12,-12,0.0,0.01,,not-playing,317000,0.0,50.72,0.71
Wil Parker,5,0,16,-16,0.0,0.01,,not-playing,317000,0.0,50.72,0.71
Wil Parker,6,1,6,-5,0.0,0.01,,not-playing,317000,0.0,50.72,0.71
Ollie Lord,2,3,33,-30,0.0,0.02,,uncertain,351000,47.5,45.03,0.6
Ollie Lord,3,1,25,-24,0.0,0.02,,uncertain,351000,47.5,45.03,0.6
Ollie Lord,4,10,20,-10,0.01,0.01,,uncertain,351000,47.5,45.03,0.6
Ollie Lord,5,169,4,165,0.1,0.0,,uncertain,351000,47.5,45.03,0.6
Ollie Lord,6,13,7,6,0.01,0.01,,uncertain,351000,47.5,45.03,0.6
Errol Gulden,2,1,159,-158,0.0,0.1,,injured,1113000,0.0,103.66,1.14
Errol Gulden,3,2,57,-55,0.0,0.03,,injured,1113000,0.0,103.66,1.14
Errol Gulden,4,1,51,-50,0.0,0.03,,injured,1113000,0.0,103.66,1.14
Errol Gulden,5,0,41,-41,0.0,0.03,,injured,1113000,0.0,103.66,1.14
Errol Gulden,6,0,20,-20,0.0,0.02,,injured,1113000,0.0,103.66,1.14
Braeden Campbell,2,45,15,30,0.03,0.01,,uncertain,581000,63.6,60.66,2.23
Braeden Campbell,3,13,113,-100,0.01,0.07,,uncertain,581000,63.6,60.66,2.23
Braeden Campbell,4,54,17,37,0.03,0.01,,uncertain,581000,63.6,60.66,2.23
Braeden Campbell,5,54,32,22,0.03,0.02,,uncertain,581000,63.6,60.66,2.23
Braeden Campbell,6,21,16,5,0.02,0.01,,uncertain,581000,63.6,60.66,2.23
Andy Moniz-Wakefield,2,0,16,-16,0.0,0.01,,injured,473000,0.0,53.71,0.07
Andy Moniz-Wakefield,3,0,9,-9,0.0,0.01,,injured,473000,0.0,53.71,0.07
Andy Moniz-Wakefield,4,0,3,-3,0.0,0.0,,injured,473000,0.0,53.71,0.07
Andy Moniz-Wakefield,5,0,6,-6,0.0,0.0,,injured,473000,0.0,53.71,0.07
Andy Moniz-Wakefield,6,0,0,0,0.0,0.0,,injured,473000,0.0,53.71,0.07
Sam Banks,2,15,61,-46,0.01,0.04,,uncertain,471000,52.3,59.11,0.64
Sam Banks,3,4,174,-170,0.0,0.11,,uncertain,471000,52.3,59.11,0.64
Sam Banks,4,7,102,-95,0.0,0.06,,uncertain,471000,52.3,59.11,0.64
Sam Banks,5,24,12,12,0.01,0.01,,uncertain,471000,52.3,59.11,0.64
Sam Banks,6,2,10,-8,0.0,0.01,,uncertain,471000,52.3,59.11,0.64
Jye Menzie,2,9,13,-4,0.01,0.01,,uncertain,396000,50.3,52.45,0.39
Jye Menzie,3,14,8,6,0.01,0.0,,uncertain,396000,50.3,52.45,0.39
Jye Menzie,4,2,7,-5,0.0,0.0,,uncertain,396000,50.3,52.45,0.39
Jye Menzie,5,7,2,5,0.0,0.0,,uncertain,396000,50.3,52.45,0.39
Jye Menzie,6,139,0,139,0.13,0.0,,uncertain,396000,50.3,52.45,0.39
Nathan O'Driscoll,2,903,91,812,0.55,0.06,,injured,642000,82.0,66.86,8.98
Nathan O'Driscoll,3,2845,92,2753,1.73,0.06,hot_pick,injured,642000,82.0,66.86,8.98
Nathan O'Driscoll,4,3060,23,3037,1.85,0.01,hot_pick,injured,642000,82.0,66.86,8.98
Nathan O'Driscoll,5,126,28951,-28825,0.08,17.75,falling,injured,642000,82.0,66.86,8.98
Nathan O'Driscoll,6,8,4630,-4622,0.01,4.34,falling,injured,642000,82.0,66.86,8.98
Heath Chapman,2,2,79,-77,0.0,0.05,,uncertain,575000,57.4,69.37,0.35
Heath Chapman,3,9,14,-5,0.01,0.01,,uncertain,575000,57.4,69.37,0.35
Heath Chapman,4,6,14,-8,0.0,0.01,,uncertain,575000,57.4,69.37,0.35
Heath Chapman,5,11,13,-2,0.01,0.01,,uncertain,575000,57.4,69.37,0.35
Heath Chapman,6,50,2,48,0.05,0.0,,uncertain,575000,57.4,69.37,0.35
Jacob Blight,2,51,167,-116,0.03,0.1,,uncertain,521000,57.4,48.76,1.5
Jacob Blight,3,108,38,70,0.07,0.02,,uncertain,521000,57.4,48.76,1.5
Jacob Blight,4,607,4,603,0.37,0.0,,uncertain,521000,57.4,48.76,1.5
Jacob Blight,5,38,195,-157,0.02,0.12,,uncertain,521000,57.4,48.76,1.5
Jacob Blight,6,14,80,-66,0.01,0.07,,uncertain,521000,57.4,48.76,1.5
Logan McDonald,2,0,8,-8,0.0,0.0,,uncertain,604000,0.0,61.1,0.07
Logan McDonald,3,2,1,1,0.0,0.0,,uncertain,604000,0.0,61.1,0.07
Logan McDonald,4,1,4,-3,0.0,0.0,,uncertain,604000,0.0,61.1,0.07
Logan McDonald,5,1,4,-3,0.0,0.0,,uncertain,604000,0.0,61.1,0.07
Logan McDonald,6,0,3,-3,0.0,0.0,,uncertain,604000,0.0,61.1,0.07
Jack Carroll,2,4,43,-39,0.0,0.03,,injured,411000,0.0,56.64,0.42
Jack Carroll,3,3,27,-24,0.0,0.02,,injured,411000,0.0,56.64,0.42
Jack Carroll,4,3,29,-26,0.0,0.02,,injured,411000,0.0,56.64,0.42
Jack Carroll,5,1,44,-43,0.0,0.03,,injured,411000,0.0,56.64,0.42
Jack Carroll,6,0,11,-11,0.0,0.01,,injured,411000,0.0,56.64,0.42
Sam Clohesy,2,0,109,-109,0.0,0.07,,uncertain,602000,55.3,68.76,0.24
Sam Clohesy,3,6,18,-12,0.0,0.01,,uncertain,602000,55.3,68.76,0.24
Sam Clohesy,4,33,2,31,0.02,0.0,,uncertain,602000,55.3,68.76,0.24
Sam Clohesy,5,4,38,-34,0.0,0.02,,uncertain,602000,55.3,68.76,0.24
Sam Clohesy,6,5,10,-5,0.0,0.01,,uncertain,602000,55.3,68.76,0.24
Alex Davies,2,0,15,-15,0.0,0.01,,uncertain,618000,0.0,66.17,0.09
Alex Davies,3,0,6,-6,0.0,0.0,,uncertain,618000,0.0,66.17,0.09
Alex Davies,4,0,19,-19,0.0,0.01,,uncertain,618000,0.0,66.17,0.09
Alex Davies,5,0,9,-9,0.0,0.01,,uncertain,618000,0.0,66.17,0.09
Alex Davies,6,0,1,-1,0.0,0.0,,uncertain,618000,0.0,66.17,0.09
Reef McInnes,2,82,64,18,0.05,0.04,,injured,352000,34.3,48.97,2.7
Reef McInnes,3,2,811,-809,0.0,0.49,falling,injured,352000,34.3,48.97,2.7
Reef McInnes,4,2,299,-297,0.0,0.18,,injured,352000,34.3,48.97,2.7
Reef McInnes,5,1,208,-207,0.0,0.13,,injured,352000,34.3,48.97,2.7
Reef McInnes,6,10,70,-60,0.01,0.07,,injured,352000,34.3,48.97,2.7
Sandy Brock,2,7,15,-8,0.0,0.01,,uncertain,285000,47.0,0.0,4.1
Sandy Brock,3,3,11,-8,0.0,0.01,,uncertain,285000,47.0,0.0,4.1
Sandy Brock,4,946,0,946,0.57,0.0,,uncertain,285000,47.0,0.0,4.1
Sandy Brock,5,1893,11,1882,1.16,0.01,,uncertain,285000,47.0,0.0,4.1
Sandy Brock,6,190,23,167,0.18,0.02,,uncertain,285000,47.0,0.0,4.1
James Jordon,2,100,74,26,0.06,0.05,,uncertain,625000,62.2,62.67,4.34
James Jordon,3,17,234,-217,0.01,0.14,,uncertain,625000,62.2,62.67,4.34
James Jordon,4,27,46,-19,0.02,0.03,,uncertain,625000,62.2,62.67,4.34
James Jordon,5,26,45,-19,0.02,0.03,,uncertain,625000,62.2,62.67,4.34
James Jordon,6,11,124,-113,0.01,0.12,,uncertain,625000,62.2,62.67,4.34
Jase Burgoyne,2,4,87,-83,0.0,0.05,,uncertain,831000,86.4,75.95,1.36
Jase Burgoyne,3,111,3,108,0.07,0.0,,uncertain,831000,86.4,75.95,1.36
Jase Burgoyne,4,668,1,667,0.4,0.0,,uncertain,831000,86.4,75.95,1.36
Jase Burgoyne,5,52,97,-45,0.03,0.06,,uncertain,831000,86.4,75.95,1.36
Jase Burgoyne,6,84,38,46,0.08,0.04,,uncertain,831000,86.4,75.95,1.36
Lawson Humphries,2,570,17,553,0.35,0.01,,uncertain,808000,87.2,76.9,4.53
Lawson Humphries,3,988,6,982,0.6,0.0,,uncertain,808000,87.2,76.9,4.53
Lawson Humphries,4,155,34,121,0.09,0.02,,uncertain,808000,87.2,76.9,4.53
Lawson Humphries,5,963,7,956,0.59,0.0,,uncertain,808000,87.2,76.9,4.53
Lawson Humphries,6,56,162,-106,0.05,0.15,,uncertain,808000,87.2,76.9,4.53
Tyler Brockman,2,9,19,-10,0.01,0.01,,uncertain,364000,36.0,50.36,0.44
Tyler Brockman,3,20,12,8,0.01,0.01,,uncertain,364000,36.0,50.36,0.44
Tyler Brockman,4,8,9,-1,0.0,0.01,,uncertain,364000,36.0,50.36,0.44
Tyler Brockman,5,4,36,-32,0.0,0.02,,uncertain,364000,36.0,50.36,0.44
Tyler Brockman,6,2,14,-12,0.0,0.01,,uncertain,364000,36.0,50.36,0.44
Tom Fullarton,2,1,6,-5,0.0,0.0,,uncertain,278000,0.0,57.46,0.18
Tom Fullarton,3,2,6,-4,0.0,0.0,,uncertain,278000,0.0,57.46,0.18
Tom Fullarton,4,1,1,0,0.0,0.0,,uncertain,278000,0.0,57.46,0.18
Tom Fullarton,5,1,0,1,0.0,0.0,,uncertain,278000,0.0,57.46,0.18
Tom Fullarton,6,2,2,0,0.0,0.0,,uncertain,278000,0.0,57.46,0.18
Sam Sturt,2,0,8,-8,0.0,0.0,,injured,496000,0.0,53.92,0.07
Sam Sturt,3,0,5,-5,0.0,0.0,,injured,496000,0.0,53.92,0.07
Sam Sturt,4,0,3,-3,0.0,0.0,,injured,496000,0.0,53.92,0.07
Sam Sturt,5,0,5,-5,0.0,0.0,,injured,496000,0.0,53.92,0.07
Sam Sturt,6,0,1,-1,0.0,0.0,,injured,496000,0.0,53.92,0.07
Matthew Owies,2,13,23,-10,0.01,0.01,,uncertain,487000,48.4,50.98,0.52
Matthew Owies,3,20,18,2,0.01,0.01,,uncertain,487000,48.4,50.98,0.52
Matthew Owies,4,3,37,-34,0.0,0.02,,uncertain,487000,48.4,50.98,0.52
Matthew Owies,5,4,48,-44,0.0,0.03,,uncertain,487000,48.4,50.98,0.52
Matthew Owies,6,5,31,-26,0.0,0.03,,uncertain,487000,48.4,50.98,0.52
Mark Keane,2,36,5,31,0.02,0.0,,uncertain,498000,47.2,61.8,0.32
Mark Keane,3,1,35,-34,0.0,0.02,,uncertain,498000,47.2,61.8,0.32
Mark Keane,4,5,41,-36,0.0,0.02,,uncertain,498000,47.2,61.8,0.32
Mark Keane,5,13,31,-18,0.01,0.02,,uncertain,498000,47.2,61.8,0.32
Mark Keane,6,9,4,5,0.01,0.0,,uncertain,498000,47.2,61.8,0.32
Jordan Croft,2,1,17,-16,0.0,0.01,,uncertain,230000,0.0,51.95,2.42
Jordan Croft,3,4,5,-1,0.0,0.0,,uncertain,230000,0.0,51.95,2.42
Jordan Croft,4,9,10,-1,0.01,0.01,,uncertain,230000,0.0,51.95,2.42
Jordan Croft,5,5,14,-9,0.0,0.01,,uncertain,230000,0.0,51.95,2.42
Jordan Croft,6,6,1,5,0.01,0.0,,uncertain,230000,0.0,51.95,2.42
Lachlan Charleson,2,10,160,-150,0.01,0.1,,uncertain,230000,0.0,51.5,9.62
Lachlan Charleson,3,9,105,-96,0.01,0.06,,uncertain,230000,0.0,51.5,9.62
Lachlan Charleson,4,16,101,-85,0.01,0.06,,uncertain,230000,0.0,51.5,9.62
Lachlan Charleson,5,26,106,-80,0.02,0.06,,uncertain,230000,0.0,51.5,9.62
Lachlan Charleson,6,35,29,6,0.03,0.03,,uncertain,230000,0.0,51.5,9.62
Kai Lohmann,2,8,923,-915,0.0,0.56,falling,injured,489000,9.0,64.59,1.16
Kai Lohmann,3,9,241,-232,0.01,0.15,,injured,489000,9.0,64.59,1.16
Kai Lohmann,4,9,167,-158,0.01,0.1,,injured,489000,9.0,64.59,1.16
Kai Lohmann,5,2,163,-161,0.0,0.1,,injured,489000,9.0,64.59,1.16
Kai Lohmann,6,1,47,-46,0.0,0.04,,injured,489000,9.0,64.59,1.16
Callum M. Brown,2,25,40,-15,0.02,0.02,,uncertain,451000,48.5,52.14,0.85
Callum M. Brown,3,13,42,-29,0.01,0.03,,uncertain,451000,48.5,52.14,0.85
Callum M. Brown,4,15,27,-12,0.01,0.02,,uncertain,451000,48.5,52.14,0.85
Callum M. Brown,5,12,26,-14,0.01,0.02,,uncertain,451000,48.5,52.14,0.85
Callum M. Brown,6,11,7,4,0.01,0.01,,uncertain,451000,48.5,52.14,0.85
Isaac Keeler,2,260,9,251,0.16,0.01,,injured,271000,30.3,47.1,3.75
Isaac Keeler,3,319,8,311,0.19,0.0,,injured,271000,30.3,47.1,3.75
Isaac Keeler,4,104,19,85,0.06,0.01,,injured,271000,30.3,47.1,3.75
Isaac Keeler,5,54,77,-23,0.03,0.05,,injured,271000,30.3,47.1,3.75
Isaac Keeler,6,2,66,-64,0.0,0.06,,injured,271000,30.3,47.1,3.75
Billy Dowling,2,0,9,-9,0.0,0.01,,uncertain,678000,0.0,69.87,0.09
Billy Dowling,3,1,9,-8,0.0,0.01,,uncertain,678000,0.0,69.87,0.09
Billy Dowling,4,0,8,-8,0.0,0.0,,uncertain,678000,0.0,69.87,0.09
Billy Dowling,5,0,11,-11,0.0,0.01,,uncertain,678000,0.0,69.87,0.09
Billy Dowling,6,1,1,0,0.0,0.0,,uncertain,678000,0.0,69.87,0.09
Hugh Jackson,2,3,42,-39,0.0,0.03,,uncertain,230000,0.0,54.93,4.33
Hugh Jackson,3,1,52,-51,0.0,0.03,,uncertain,230000,0.0,54.93,4.33
Hugh Jackson,4,1,47,-46,0.0,0.03,,uncertain,230000,0.0,54.93,4.33
Hugh Jackson,5,0,31,-31,0.0,0.02,,uncertain,230000,0.0,54.93,4.33
Hugh Jackson,6,2,14,-12,0.0,0.01,,uncertain,230000,0.0,54.93,4.33
Harvey Harrison,2,0,7,-7,0.0,0.0,,injured,420000,0.0,50.67,0.05
Harvey Harrison,3,2,0,2,0.0,0.0,,injured,420000,0.0,50.67,0.05
Harvey Harrison,4,0,3,-3,0.0,0.0,,injured,420000,0.0,50.67,0.05
Harvey Harrison,5,0,3,-3,0.0,0.0,,injured,420000,0.0,50.67,0.05
Harvey Harrison,6,0,1,-1,0.0,0.0,,injured,420000,0.0,50.67,0.05
Max Michalanney,2,12,50,-38,0.01,0.03,,uncertain,558000,50.0,64.12,0.61
Max Michalanney,3,33,8,25,0.02,0.0,,uncertain,558000,50.0,64.12,0.61
Max Michalanney,4,16,25,-9,0.01,0.02,,uncertain,558000,50.0,64.12,0.61
Max Michalanney,5,16,90,-74,0.01,0.06,,uncertain,558000,50.0,64.12,0.61
Max Michalanney,6,2,47,-45,0.0,0.04,,uncertain,558000,50.0,64.12,0.61
Will Verrall,2,2,15,-13,0.0,0.01,,uncertain,230000,0.0,67.8,3.84
Will Verrall,3,2,7,-5,0.0,0.0,,uncertain,230000,0.0,67.8,3.84
Will Verrall,4,2,8,-6,0.0,0.0,,uncertain,230000,0.0,67.8,3.84
Will Verrall,5,1,14,-13,0.0,0.01,,uncertain,230000,0.0,67.8,3.84
Will Verrall,6,0,6,-6,0.0,0.01,,uncertain,230000,0.0,67.8,3.84
Nasiah Wanganeen-Milera,2,944,21,923,0.57,0.01,,uncertain,1012000,103.8,98.41,15.26
Nasiah Wanganeen-Milera,3,4657,23,4634,2.82,0.01,hot_pick,uncertain,1012000,103.8,98.41,15.26
Nasiah Wanganeen-Milera,4,1014,13,1001,0.61,0.01,,uncertain,1012000,103.8,98.41,15.26
Nasiah Wanganeen-Milera,5,752,42,710,0.46,0.03,,uncertain,1012000,103.8,98.41,15.26
Nasiah Wanganeen-Milera,6,925,11,914,0.87,0.01,,uncertain,1012000,103.8,98.41,15.26
Ryan Angwin,2,1,10,-9,0.0,0.01,,injured,471000,0.0,56.3,0.13
Ryan Angwin,3,0,11,-11,0.0,0.01,,injured,471000,0.0,56.3,0.13
Ryan Angwin,4,0,13,-13,0.0,0.01,,injured,471000,0.0,56.3,0.13
Ryan Angwin,5,0,11,-11,0.0,0.01,,injured,471000,0.0,56.3,0.13
Ryan Angwin,6,0,3,-3,0.0,0.0,,injured,471000,0.0,56.3,0.13
Charlie Comben,2,6,56,-50,0.0,0.03,,uncertain,542000,49.4,56.21,0.24
Charlie Comben,3,80,2,78,0.05,0.0,,uncertain,542000,49.4,56.21,0.24
Charlie Comben,4,26,2,24,0.02,0.0,,uncertain,542000,49.4,56.21,0.24
Charlie Comben,5,2,19,-17,0.0,0.01,,uncertain,542000,49.4,56.21,0.24
Charlie Comben,6,2,24,-22,0.0,0.02,,uncertain,542000,49.4,56.21,0.24
Sam Durham,2,10,45,-35,0.01,0.03,,uncertain,810000,82.3,77.97,0.82
Sam Durham,3,4,61,-57,0.0,0.04,,uncertain,810000,82.3,77.97,0.82
Sam Durham,4,2,98,-96,0.0,0.06,,uncertain,810000,82.3,77.97,0.82
Sam Durham,5,22,15,7,0.01,0.01,,uncertain,810000,82.3,77.97,0.82
Sam Durham,6,52,3,49,0.05,0.0,,uncertain,810000,82.3,77.97,0.82
Nik Cox,2,0,47,-47,0.0,0.03,,injured,543000,0.0,59.64,0.21
Nik Cox,3,0,27,-27,0.0,0.02,,injured,543000,0.0,59.64,0.21
Nik Cox,4,0,24,-24,0.0,0.01,,injured,543000,0.0,59.64,0.21
Nik Cox,5,1,22,-21,0.0,0.01,,injured,543000,0.0,59.64,0.21
Nik Cox,6,0,12,-12,0.0,0.01,,injured,543000,0.0,59.64,0.21
Conor Stone,2,44,3667,-3623,0.03,2.23,falling,uncertain,376000,45.8,44.89,39.63
Conor Stone,3,127,712,-585,0.08,0.43,falling,uncertain,376000,45.8,44.89,39.63
Conor Stone,4,238,232,6,0.14,0.14,,uncertain,376000,45.8,44.89,39.63
Conor Stone,5,50,1583,-1533,0.03,0.97,falling,uncertain,376000,45.8,44.89,39.63
Conor Stone,6,109,1757,-1648,0.1,1.65,falling,uncertain,376000,45.8,44.89,39.63
Archie Perkins,2,23,14,9,0.01,0.01,,uncertain,680000,69.7,66.9,0.48
Archie Perkins,3,2,112,-110,0.0,0.07,,uncertain,680000,69.7,66.9,0.48
Archie Perkins,4,2,64,-62,0.0,0.04,,uncertain,680000,69.7,66.9,0.48
Archie Perkins,5,12,61,-49,0.01,0.04,,uncertain,680000,69.7,66.9,0.48
Archie Perkins,6,8,4,4,0.01,0.0,,uncertain,680000,69.7,66.9,0.48
Max Heath,2,23,188,-165,0.01,0.11,,uncertain,230000,0.0,68.99,11.5
Max Heath,3,101,132,-31,0.06,0.08,,uncertain,230000,0.0,68.99,11.5
Max Heath,4,27,154,-127,0.02,0.09,,uncertain,230000,0.0,68.99,11.5
Max Heath,5,27,150,-123,0.02,0.09,,uncertain,230000,0.0,68.99,11.5
Max Heath,6,53,36,17,0.05,0.03,,uncertain,230000,0.0,68.99,11.5
Max Holmes,2,1024,23,1001,0.62,0.01,,uncertain,962000,100.6,84.7,19.93
Max Holmes,3,244,253,-9,0.15,0.15,,uncertain,962000,100.6,84.7,19.93
Max Holmes,4,1913,25,1888,1.16,0.02,,uncertain,962000,100.6,84.7,19.93
Max Holmes,5,248,512,-264,0.15,0.31,,uncertain,962000,100.6,84.7,19.93
Max Holmes,6,1818,10,1808,1.7,0.01,,uncertain,962000,100.6,84.7,19.93
Saad El-Hawli,2,100,923,-823,0.06,0.56,falling,uncertain,260000,45.0,56.03,35.68
Saad El-Hawli,3,1978,272,1706,1.2,0.16,,uncertain,260000,45.0,56.03,35.68
Saad El-Hawli,4,531,409,122,0.32,0.25,,uncertain,260000,45.0,56.03,35.68
Saad El-Hawli,5,3098,139,2959,1.9,0.09,hot_pick,uncertain,260000,45.0,56.03,35.68
Saad El-Hawli,6,13148,17,13131,12.32,0.02,hot_pick,uncertain,260000,45.0,56.03,35.68
Luke Cleary,2,13,960,-947,0.01,0.58,falling,uncertain,343000,40.0,51.53,1.26
Luke Cleary,3,2,450,-448,0.0,0.27,,uncertain,343000,40.0,51.53,1.26
Luke Cleary,4,1,278,-277,0.0,0.17,,uncertain,343000,40.0,51.53,1.26
Luke Cleary,5,23,116,-93,0.01,0.07,,uncertain,343000,40.0,51.53,1.26
Luke Cleary,6,44,14,30,0.04,0.01,,uncertain,343000,40.0,51.53,1.26
Wade Derksen,2,1,0,1,0.0,0.0,,uncertain,230000,0.0,46.86,0.26
Wade Derksen,3,3,1,2,0.0,0.0,,uncertain,230000,0.0,46.86,0.26
Wade Derksen,4,1,2,-1,0.0,0.0,,uncertain,230000,0.0,46.86,0.26
Wade Derksen,5,2,3,-1,0.0,0.0,,uncertain,230000,0.0,46.86,0.26
Wade Derksen,6,1,1,0,0.0,0.0,,uncertain,230000,0.0,46.86,0.26
Henry Smith,2,0,5,-5,0.0,0.0,,not-playing,315000,0.0,46.76,0.17
Henry Smith,3,1,6,-5,0.0,0.0,,not-playing,315000,0.0,46.76,0.17
Henry Smith,4,1,5,-4,0.0,0.0,,not-playing,315000,0.0,46.76,0.17
Henry Smith,5,1,6,-5,0.0,0.0,,not-playing,315000,0.0,46.76,0.17
Henry Smith,6,0,3,-3,0.0,0.0,,not-playing,315000,0.0,46.76,0.17
Alex Cincotta,2,0,72,-72,0.0,0.04,,injured,430000,0.0,46.42,0.29
Alex Cincotta,3,0,47,-47,0.0,0.03,,injured,430000,0.0,46.42,0.29
Alex Cincotta,4,0,28,-28,0.0,0.02,,injured,430000,0.0,46.42,0.29
Alex Cincotta,5,0,25,-25,0.0,0.02,,injured,430000,0.0,46.42,0.29
Alex Cincotta,6,0,8,-8,0.0,0.01,,injured,430000,0.0,46.42,0.29
Shannon Neale,2,20,10,10,0.01,0.01,,uncertain,503000,47.2,54.07,0.39
Shannon Neale,3,6,27,-21,0.0,0.02,,uncertain,503000,47.2,54.07,0.39
Shannon Neale,4,1,25,-24,0.0,0.02,,uncertain,503000,47.2,54.07,0.39
Shannon Neale,5,5,24,-19,0.0,0.01,,uncertain,503000,47.2,54.07,0.39
Shannon Neale,6,1,14,-13,0.0,0.01,,uncertain,503000,47.2,54.07,0.39
Matthew Johnson,2,28,1,27,0.02,0.0,,uncertain,668000,70.4,67.39,0.31
Matthew Johnson,3,26,14,12,0.02,0.01,,uncertain,668000,70.4,67.39,0.31
Matthew Johnson,4,29,8,21,0.02,0.0,,uncertain,668000,70.4,67.39,0.31
Matthew Johnson,5,10,26,-16,0.01,0.02,,uncertain,668000,70.4,67.39,0.31
Matthew Johnson,6,11,6,5,0.01,0.01,,uncertain,668000,70.4,67.39,0.31
Judson Clarke,2,0,22,-22,0.0,0.01,,injured,297000,0.0,46.68,0.17
Judson Clarke,3,0,5,-5,0.0,0.0,,injured,297000,0.0,46.68,0.17
Judson Clarke,4,0,5,-5,0.0,0.0,,injured,297000,0.0,46.68,0.17
Judson Clarke,5,1,6,-5,0.0,0.0,,injured,297000,0.0,46.68,0.17
Judson Clarke,6,0,1,-1,0.0,0.0,,injured,297000,0.0,46.68,0.17
Josh Rachele,2,199,4,195,0.12,0.0,,injured,692000,69.0,64.06,0.75
Josh Rachele,3,390,13,377,0.24,0.01,,injured,692000,69.0,64.06,0.75
Josh Rachele,4,4,678,-674,0.0,0.41,falling,injured,692000,69.0,64.06,0.75
Josh Rachele,5,2,295,-293,0.0,0.18,,injured,692000,69.0,64.06,0.75
Josh Rachele,6,2,70,-68,0.0,0.07,,injured,692000,69.0,64.06,0.75
Campbell Chesser,2,1,38,-37,0.0,0.02,,injured,418000,0.0,50.9,0.27
Campbell Chesser,3,0,32,-32,0.0,0.02,,injured,418000,0.0,50.9,0.27
Campbell Chesser,4,0,22,-22,0.0,0.01,,injured,418000,0.0,50.9,0.27
Campbell Chesser,5,0,20,-20,0.0,0.01,,injured,418000,0.0,50.9,0.27
Campbell Chesser,6,0,10,-10,0.0,0.01,,injured,418000,0.0,50.9,0.27
Josh Gibcus,2,8,332,-324,0.0,0.2,,injured,230000,0.0,41.62,4.81
Josh Gibcus,3,6,178,-172,0.0,0.11,,injured,230000,0.0,41.62,4.81
Josh Gibcus,4,0,125,-125,0.0,0.08,,injured,230000,0.0,41.62,4.81
Josh Gibcus,5,7,96,-89,0.0,0.06,,injured,230000,0.0,41.62,4.81
Josh Gibcus,6,21,29,-8,0.02,0.03,,injured,230000,0.0,41.62,4.81
Toby Conway,2,1,60,-59,0.0,0.04,,injured,656000,0.0,68.19,0.24
Toby Conway,3,1,29,-28,0.0,0.02,,injured,656000,0.0,68.19,0.24
Toby Conway,4,2,24,-22,0.0,0.01,,injured,656000,0.0,68.19,0.24
Toby Conway,5,0,9,-9,0.0,0.01,,injured,656000,0.0,68.19,0.24
Toby Conway,6,0,9,-9,0.0,0.01,,injured,656000,0.0,68.19,0.24
Zac Taylor,2,4,34,-30,0.0,0.02,,uncertain,426000,45.0,65.34,0.36
Zac Taylor,3,6,25,-19,0.0,0.02,,uncertain,426000,45.0,65.34,0.36
Zac Taylor,4,1,26,-25,0.0,0.02,,uncertain,426000,45.0,65.34,0.36
Zac Taylor,5,92,16,76,0.06,0.01,,uncertain,426000,45.0,65.34,0.36
Zac Taylor,6,7,8,-1,0.01,0.01,,uncertain,426000,45.0,65.34,0.36
Darcy Wilmot,2,74,3,71,0.05,0.0,,playing,774000,78.2,71.43,0.91
Darcy Wilmot,3,236,5,231,0.14,0.0,,playing,774000,78.2,71.43,0.91
Darcy Wilmot,4,40,17,23,0.02,0.01,,playing,774000,78.2,71.43,0.91
Darcy Wilmot,5,21,25,-4,0.01,0.02,,playing,774000,78.2,71.43,0.91
Darcy Wilmot,6,11,63,-52,0.01,0.06,,playing,774000,78.2,71.43,0.91
Angus McLennan,2,3,13,-10,0.0,0.01,,uncertain,421000,0.0,57.05,0.1
